Time,channel,V RMS,C RMS,V MOM,C MOM,V FUND,C FUND,V PERIOD,C PHASE SH,V SAG TIME,V SWELL TIME,C SWELL TIME,EN_ACT,EN_REACT,EN_APP,POW_ACT,POW_REACT,POW_APP,AHACC
146,2,35,836,57,126,-29,73,419,12272,0,0,0,0,0,0,-3,-3,37,0
147,1,35,421,-27,-237,4,-57,362,12232,0,0,0,0,0,0,0,-3,20,0
147,2,35,834,-128,109,2,148,112,10632,0,0,0,0,0,0,-3,-3,35,0
148,1,35,421,27,-183,8,-53,155,13200,0,0,0,0,0,0,-3,-2,17,0
148,2,35,834,-70,118,-30,-250,67,12432,0,0,0,0,0,0,2,0,35,0
149,1,35,423,27,-121,2,-43,38,12144,0,0,0,0,0,0,0,-2,17,0
149,2,35,834,52,110,-39,-177,88,13616,0,0,0,0,0,0,2,-2,35,0
150,1,35,421,76,-20,-41,-16,93,10880,0,0,0,0,0,0,1,0,17,0
150,2,35,834,58,1,-38,-51,651,9144,0,0,0,0,0,0,3,-3,35,0
151,1,35,423,-26,-3,16,-2,296,12224,0,0,0,0,0,0,-2,-3,20,0
151,2,35,834,-85,17,5,-23,35,11936,0,0,0,0,0,0,0,-2,35,0
152,1,35,421,-71,90,-29,44,350,8560,0,0,0,0,0,0,-3,-2,17,0
152,2,35,213,58,13,-39,22,84,10312,0,0,0,0,0,0,-2,-2,8,0
153,1,35,421,-108,118,-25,56,220,11648,0,0,0,0,0,0,0,-2,17,0
153,2,35,11,83,19,15,22,132,8400,0,0,0,0,0,0,0,-2,0,0
154,1,35,423,-58,172,4,102,229,12384,0,0,0,0,0,0,-3,-2,17,0
154,2,35,9,-37,15,-35,23,744,12368,0,0,0,0,0,0,0,-2,0,0
155,1,35,421,-49,-250,15,156,150,10152,0,0,0,0,0,0,-4,0,17,0
155,2,35,9,-25,16,7,4,5,12072,0,0,0,0,0,0,-2,-2,0,0
156,1,35,421,65,-241,4,195,539,12144,0,0,0,0,0,0,-2,-2,17,0
156,2,35,9,-98,15,13,3,447,10664,0,0,0,0,0,0,-2,0,0,0
157,1,35,423,36,-155,9,250,174,10520,0,0,0,0,0,0,-3,-3,17,0
157,2,35,11,-54,22,4,0,281,13528,0,0,0,0,0,0,0,-2,0,0
158,1,35,421,2,-147,-30,-220,251,13464,0,0,0,0,0,0,-2,-2,17,0
158,2,35,9,91,15,6,0,57,13080,0,0,0,0,0,0,-2,-2,0,0
159,1,35,421,-60,-62,10,-157,48,10400,0,0,0,0,0,0,-3,0,17,0
159,2,35,9,42,16,13,22,45,15448,0,0,0,0,0,0,-2,-2,0,0
160,1,35,423,-86,-39,10,-94,102,17616,0,0,0,0,0,0,-2,-3,17,0
160,2,35,9,32,19,-27,21,83,13424,0,0,0,0,0,0,-2,0,0,0
161,1,35,423,26,-18,-33,-44,341,12616,0,0,0,0,0,0,-3,-2,17,0
161,2,35,9,-108,7,-35,21,54,10896,0,0,0,0,0,0,-2,-2,0,0
162,1,35,423,32,54,-27,19,346,10192,0,0,0,0,0,0,-3,-2,17,0
162,2,35,9,8,19,3,22,356,12136,0,0,0,0,0,0,-2,-2,0,0
163,1,35,423,-96,32,0,36,151,10784,0,0,0,0,0,0,1,-2,17,0
163,2,35,11,4,8,7,22,22,10680,0,0,0,0,0,0,0,-2,0,0
164,1,35,423,59,61,6,95,250,8576,0,0,0,0,0,0,-3,0,17,0
164,2,35,9,-82,20,2,0,647,9904,0,0,0,0,0,0,0,-2,0,0
165,1,35,421,50,70,9,159,107,12736,0,0,0,0,0,0,0,0,17,0
165,2,35,9,-45,23,4,0,164,14008,0,0,0,0,0,0,-2,-2,0,0
166,1,35,421,35,44,5,193,47,11608,0,0,0,0,0,0,0,0,17,0
166,2,35,9,-48,13,5,0,433,10736,0,0,0,0,0,0,-2,-2,0,0
167,1,35,423,53,53,5,-230,151,13840,0,0,0,0,0,0,-2,-2,17,0
167,2,35,11,36,16,2,3,453,10632,0,0,0,0,0,0,-2,-2,0,0
168,1,35,421,88,60,3,-219,233,13496,0,0,0,0,0,0,-2,-3,17,0
168,2,35,9,40,21,-39,0,481,11920,0,0,0,0,0,0,0,-2,0,0
169,1,35,423,25,78,-28,-125,171,12072,0,0,0,0,0,0,0,0,17,0
169,2,35,9,-48,15,0,0,107,12256,0,0,0,0,0,0,0,-2,0,0
170,1,35,421,48,63,-27,-115,434,10880,0,0,0,0,0,0,-2,-2,17,0
170,2,35,9,-47,10,-36,1,168,9376,0,0,0,0,0,0,-2,-2,0,0
171,1,35,421,37,68,7,-56,185,11696,0,0,0,0,0,0,-3,-2,17,0
171,2,35,9,-111,15,-25,23,162,9120,0,0,0,0,0,0,0,0,0,0
172,1,35,421,60,42,5,-51,219,13096,0,0,0,0,0,0,-3,-2,17,0
172,2,35,11,-38,13,-28,23,248,12352,0,0,0,0,0,0,-2,-2,0,0
173,1,35,423,44,53,5,-33,74,11040,0,0,0,0,0,0,0,0,17,0
173,2,35,9,-124,23,13,0,189,9624,0,0,0,0,0,0,-2,-2,0,0
174,1,35,423,-35,30,10,4,259,10672,0,0,0,0,0,0,-2,-2,17,0
174,2,35,9,33,0,3,3,492,10104,0,0,0,0,0,0,-2,-2,0,0
175,1,35,421,64,-26,3,31,276,9208,0,0,0,0,0,0,-3,0,17,0
175,2,35,9,-54,14,-34,2,230,14872,0,0,0,0,0,0,0,-2,0,0
176,1,35,423,56,-46,-42,48,67,11928,0,0,0,0,0,0,0,-2,17,0
176,2,35,9,-34,22,14,2,297,9264,0,0,0,0,0,0,0,-2,0,0
177,1,35,421,16,-95,-34,61,35,12456,0,0,0,0,0,0,-2,-3,17,0
177,2,35,9,25,10,-39,2,142,13560,0,0,0,0,0,0,-2,-2,0,0
178,1,35,423,48,-151,-25,76,70,10928,0,0,0,0,0,0,0,-2,17,0
178,2,35,11,23,1,7,22,388,11096,0,0,0,0,0,0,-2,-2,0,0
179,1,35,421,16,-169,-36,77,72,16864,0,0,0,0,0,0,-2,-2,17,0
179,2,35,9,-59,8,1,19,259,7216,0,0,0,0,0,0,-2,-2,0,0
180,1,35,421,-37,-209,9,82,314,11696,0,0,0,0,0,0,-2,-2,17,0
180,2,35,9,12,19,7,19,134,10696,0,0,0,0,0,0,-2,-2,0,0
181,1,35,421,43,-223,0,81,112,14448,0,0,0,0,0,0,-3,0,17,0
181,2,35,11,2,1,11,22,118,8256,0,0,0,0,0,0,0,-2,0,0
182,1,35,423,-141,242,-32,80,150,12152,0,0,0,0,0,0,-2,0,16,0
182,2,35,9,17,7,-29,1,198,10856,0,0,0,0,0,0,-2,-2,0,0
183,1,35,423,-42,156,-32,71,112,13248,0,0,0,0,0,0,-3,-2,17,0
183,2,35,9,27,1,5,0,60,15448,0,0,0,0,0,0,0,-2,0,0
184,1,35,423,49,95,-29,55,483,10280,0,0,0,0,0,0,-2,-2,17,0
184,2,35,11,85,4,1,23,40,12072,0,0,0,0,0,0,0,-2,0,0
185,1,35,421,115,79,-35,46,104,9944,0,0,0,0,0,0,-2,-2,17,0
185,2,35,9,-38,9,-28,2,164,8392,0,0,0,0,0,0,0,-2,0,0
186,1,35,423,100,19,6,19,507,11320,0,0,0,0,0,0,0,-2,17,0
186,2,35,9,13,14,-30,0,111,12712,0,0,0,0,0,0,0,-2,0,0
187,1,35,421,-32,-3,5,-1,116,16976,0,0,0,0,0,0,-2,-2,17,0
187,2,35,9,-55,19,6,0,24,11648,0,0,0,0,0,0,-2,0,0,0
188,1,35,421,38,-87,-32,-45,529,11368,0,0,0,0,0,0,-2,-2,17,0
188,2,35,9,-30,1,-31,2,161,11440,0,0,0,0,0,0,-2,-2,0,0
189,1,35,421,-76,-109,23,-58,398,13784,0,0,0,0,0,0,1,-3,17,0
189,2,35,9,-85,19,-26,1,212,8128,0,0,0,0,0,0,0,-2,0,0
190,1,35,421,25,-195,-40,-111,74,12064,0,0,0,0,0,0,-3,-2,17,0
190,2,35,9,128,1,0,1,788,13128,0,0,0,0,0,0,0,-2,0,0
191,1,35,423,-47,-209,-33,-120,710,12464,0,0,0,0,0,0,-2,0,17,0
191,2,35,9,-85,14,3,4,329,14768,0,0,0,0,0,0,0,0,0,0
192,1,35,421,-47,205,-25,-206,563,10784,0,0,0,0,0,0,1,-2,17,0
192,2,35,11,-155,18,-26,0,148,10576,0,0,0,0,0,0,-2,-2,0,0
193,1,35,421,-54,214,9,-212,405,11800,0,0,0,0,0,0,-2,-3,17,0
193,2,35,9,22,7,8,1,647,11864,0,0,0,0,0,0,-2,-2,0,0
194,1,35,423,-32,182,9,-235,36,10432,0,0,0,0,0,0,0,-2,17,0
194,2,35,9,34,12,23,22,336,15176,0,0,0,0,0,0,-2,-2,0,0
195,1,35,423,-106,111,10,222,605,11480,0,0,0,0,0,0,0,-2,17,0
195,2,35,9,4,22,5,0,25,10416,0,0,0,0,0,0,-2,-2,0,0
196,1,35,423,-63,109,15,196,686,11120,0,0,0,0,0,0,0,-3,17,0
196,2,35,9,6,22,4,22,170,12968,0,0,0,0,0,0,-2,-2,0,0
197,1,35,421,53,90,-30,147,240,11640,0,0,0,0,0,0,-3,-3,17,0
197,2,35,9,0,7,10,4,92,14472,0,0,0,0,0,0,0,-2,0,0
198,1,35,421,30,30,-30,94,236,11592,0,0,0,0,0,0,-2,-2,17,0
198,2,35,9,32,8,0,1,62,8296,0,0,0,0,0,0,-2,0,0,0
199,1,35,423,-113,14,-25,63,346,11128,0,0,0,0,0,0,0,-2,17,0
199,2,35,9,51,1,-39,22,111,11968,0,0,0,0,0,0,0,-2,0,0
200,1,35,421,6,-9,10,4,277,11256,0,0,0,0,0,0,0,-2,17,0
200,2,35,9,36,7,0,0,26,12392,0,0,0,0,0,0,-2,-2,0,0
201,1,35,423,55,-37,11,2,36,10312,0,0,0,0,0,0,-2,-2,17,0
201,2,35,9,64,10,5,23,654,11528,0,0,0,0,0,0,-2,-2,0,0
202,1,35,423,44,-32,0,-55,211,10480,0,0,0,0,0,0,1,-2,17,0
202,2,35,9,34,6,16,2,125,14808,0,0,0,0,0,0,-2,-2,0,0
203,1,35,421,103,-30,5,-116,370,9872,0,0,0,0,0,0,-3,-3,20,0
203,2,35,9,9,3,-25,0,188,11048,0,0,0,0,0,0,-2,-2,0,0
204,1,35,423,22,-43,8,-155,158,8640,0,0,0,0,0,0,-2,-2,17,0
204,2,35,11,3,-1,-44,1,62,10360,0,0,0,0,0,0,-2,-2,0,0
205,1,35,421,-74,-57,6,-231,286,11920,0,0,0,0,0,0,-2,-2,17,0
205,2,35,9,46,0,-36,2,326,9936,0,0,0,0,0,0,-2,-2,0,0
206,1,35,421,-43,-32,1,-239,189,14488,0,0,0,0,0,0,-2,-2,17,0
206,2,35,11,-39,3,0,1,94,10400,0,0,0,0,0,0,0,-2,0,0
207,1,35,421,-27,-40,11,196,86,10136,0,0,0,0,0,0,-2,-2,17,0
207,2,35,9,-91,9,6,19,154,13664,0,0,0,0,0,0,-2,-2,0,0
208,1,35,423,-100,-53,0,170,74,12472,0,0,0,0,0,0,0,-2,17,0
208,2,35,9,-27,20,0,0,414,13480,0,0,0,0,0,0,-2,-2,0,0
209,1,35,423,77,-49,9,99,112,11976,0,0,0,0,0,0,0,-3,17,0
209,2,35,9,42,3,3,0,441,17512,0,0,0,0,0,0,0,-2,0,0
210,1,35,421,6,-28,12,83,135,10528,0,0,0,0,0,0,-2,-3,17,0
210,2,35,9,1,1,24,1,246,10424,0,0,0,0,0,0,0,-2,0,0
211,1,35,423,-28,14,-34,30,543,13656,0,0,0,0,0,0,-2,-2,17,0
211,2,35,9,-85,17,-33,3,245,12256,0,0,0,0,0,0,0,-2,0,0
212,1,35,421,22,34,10,21,293,12616,0,0,0,0,0,0,-2,-4,17,0
212,2,35,9,100,6,9,23,45,11632,0,0,0,0,0,0,0,-2,0,0
213,1,35,421,7,77,15,-7,294,12464,0,0,0,0,0,0,-4,-2,17,0
213,2,35,9,40,2,16,2,140,11648,0,0,0,0,0,0,0,-2,0,0
214,1,35,421,44,88,-26,-26,130,10104,0,0,0,0,0,0,-2,-2,17,0
214,2,35,9,44,8,-35,22,155,10984,0,0,0,0,0,0,-2,0,0,0
215,1,35,421,-64,138,-41,-45,387,12072,0,0,0,0,0,0,0,-3,17,0
215,2,35,9,5,5,-31,0,57,10968,0,0,0,0,0,0,0,-2,0,0
216,1,35,421,69,190,7,-52,281,11176,0,0,0,0,0,0,-4,-2,17,0
216,2,35,9,14,8,28,1,63,10568,0,0,0,0,0,0,0,-2,0,0
217,1,35,421,1,243,-46,-56,250,10088,0,0,0,0,0,0,-2,0,20,0
217,2,35,11,-68,9,-33,22,408,13496,0,0,0,0,0,0,0,-2,0,0
218,1,35,421,-74,-229,11,-55,18,9264,0,0,0,0,0,0,0,-2,17,0
218,2,35,9,-46,21,6,22,64,17368,0,0,0,0,0,0,-2,-2,0,0
219,1,35,423,18,-181,-27,-51,242,13912,0,0,0,0,0,0,-4,-3,17,0
219,2,35,9,-96,13,9,2,222,11688,0,0,0,0,0,0,-2,-2,0,0
220,1,35,421,-38,-93,11,-36,45,14632,0,0,0,0,0,0,-3,-3,17,0
220,2,35,11,-58,12,3,0,221,10728,0,0,0,0,0,0,-2,-2,0,0
221,1,35,423,74,-34,1,-23,15,8384,0,0,0,0,0,0,-2,-2,17,0
221,2,35,9,44,11,4,21,212,10448,0,0,0,0,0,0,-2,-3,0,0
222,1,35,421,64,12,5,8,43,15944,0,0,0,0,0,0,-3,-3,17,0
222,2,35,9,-45,14,15,23,154,13144,0,0,0,0,0,0,0,-2,0,0
223,1,35,421,6,80,9,40,189,13296,0,0,0,0,0,0,-4,-2,17,0
223,2,35,9,23,5,-37,2,388,10080,0,0,0,0,0,0,-2,-2,0,0
224,1,35,421,26,132,14,90,140,9376,0,0,0,0,0,0,-3,-2,17,0
224,2,35,11,-34,4,-28,3,194,9992,0,0,0,0,0,0,-2,-2,0,0
225,1,35,421,-77,193,-27,114,73,10120,0,0,0,0,0,0,0,-2,17,0
225,2,35,9,61,13,-26,16,123,12984,0,0,0,0,0,0,0,-2,0,0
226,1,35,423,46,-248,-26,170,314,14296,0,0,0,0,0,0,-2,-2,17,0
226,2,35,9,13,18,-41,1,94,11008,0,0,0,0,0,0,0,-2,0,0
227,1,35,421,39,-217,12,212,57,9352,0,0,0,0,0,0,-2,-3,17,0
227,2,35,9,56,11,0,23,121,10568,0,0,0,0,0,0,0,-2,0,0
228,1,35,421,32,-131,10,-220,17,14048,0,0,0,0,0,0,0,-2,17,0
228,2,35,9,-46,3,4,1,43,16208,0,0,0,0,0,0,0,-2,0,0
229,1,35,421,-83,-117,11,-203,274,10320,0,0,0,0,0,0,-3,-2,20,0
229,2,35,9,-38,11,-38,22,98,8448,0,0,0,0,0,0,0,-2,0,0
230,1,35,421,-53,-43,0,-112,237,12872,0,0,0,0,0,0,-4,0,17,0
230,2,35,9,58,21,-29,21,677,13464,0,0,0,0,0,0,0,-2,0,0
231,1,35,421,-78,-39,-31,-88,129,10736,0,0,0,0,0,0,0,-2,17,0
231,2,35,9,-42,6,7,22,218,10656,0,0,0,0,0,0,0,-2,0,0
232,1,35,421,56,15,1,-25,425,11328,0,0,0,0,0,0,0,-2,17,0
232,2,35,9,-30,2,2,1,127,10512,0,0,0,0,0,0,0,-2,0,0
233,1,35,423,-58,29,-29,18,226,10336,0,0,0,0,0,0,0,0,17,0
233,2,35,9,58,0,22,0,245,14752,0,0,0,0,0,0,-2,0,0,0
234,1,35,421,-44,54,19,59,576,14032,0,0,0,0,0,0,-2,0,16,0
234,2,35,9,3,4,20,22,151,13768,0,0,0,0,0,0,0,-2,0,0
235,1,35,421,35,55,12,123,51,15264,0,0,0,0,0,0,0,-2,17,0
235,2,35,9,46,9,4,2,54,9000,0,0,0,0,0,0,-2,-2,0,0
236,1,35,423,27,39,-30,187,687,13760,0,0,0,0,0,0,-3,-2,17,0
236,2,35,11,-70,4,8,19,95,11312,0,0,0,0,0,0,0,-2,0,0
237,1,35,423,-25,68,-42,224,266,15712,0,0,0,0,0,0,-3,0,17,0
237,2,35,9,-33,4,-41,20,185,14640,0,0,0,0,0,0,-2,-2,0,0
238,1,35,421,-81,39,16,-236,53,10872,0,0,0,0,0,0,0,0,17,0
238,2,35,9,11,16,3,22,217,12712,0,0,0,0,0,0,0,-2,0,0
239,1,35,381,-46,18,3,6,148,13288,0,0,0,0,0,0,-2,-2,16,0
239,2,35,9,8,0,21,2,57,12936,0,0,0,0,0,0,0,0,0,0
240,1,35,17,-31,5,18,2,419,13728,0,0,0,0,0,0,-2,-2,0,0
240,2,35,11,0,18,8,4,14,13688,0,0,0,0,0,0,0,-2,0,0
241,1,35,11,-42,19,-29,1,188,13864,0,0,0,0,0,0,0,-2,0,0
241,2,35,9,0,8,-39,1,94,11048,0,0,0,0,0,0,-2,-2,0,0
242,1,35,11,-104,5,2,1,319,13248,0,0,0,0,0,0,0,-2,0,0
242,2,35,9,-59,19,12,0,192,12696,0,0,0,0,0,0,0,-2,0,0
243,1,35,9,45,25,5,0,103,14968,0,0,0,0,0,0,0,0,0,0
243,2,35,9,3,5,7,1,115,11920,0,0,0,0,0,0,-2,-2,0,0
244,1,35,9,13,3,-30,2,32,10728,0,0,0,0,0,0,-2,-2,0,0
244,2,35,9,36,6,-35,5,248,10776,0,0,0,0,0,0,-2,-2,0,0
245,1,35,9,-78,10,-30,21,106,11360,0,0,0,0,0,0,-2,-2,0,0
245,2,35,9,-41,3,-26,22,296,10104,0,0,0,0,0,0,0,-2,0,0
246,1,35,9,-66,9,2,3,225,13496,0,0,0,0,0,0,0,-2,0,0
246,2,35,9,-55,7,-33,22,145,10688,0,0,0,0,0,0,-2,-2,0,0
247,1,35,9,91,4,9,0,932,9320,0,0,0,0,0,0,-2,-2,0,0
247,2,35,11,13,2,15,1,79,13400,0,0,0,0,0,0,-2,-2,0,0
248,1,35,9,23,5,27,1,220,9912,0,0,0,0,0,0,-2,-2,0,0
248,2,35,704,-67,-116,1,157,79,7816,0,0,0,0,0,0,1,-3,35,0
249,1,35,9,88,8,6,0,2,9248,0,0,0,0,0,0,-2,-2,0,0
249,2,35,832,15,-95,6,13,105,10520,0,0,0,0,0,0,0,-3,35,0
250,1,35,9,-29,4,7,23,25,13368,0,0,0,0,0,0,-2,-2,0,0
250,2,35,831,52,-89,-32,-10,107,12840,0,0,0,0,0,0,3,-3,31,0
251,1,35,9,62,1,17,0,61,11624,0,0,0,0,0,0,-2,-2,0,0
251,2,35,831,-39,-72,5,-164,134,11440,0,0,0,0,0,0,0,-3,35,0
252,1,35,9,19,19,-33,23,301,11112,0,0,0,0,0,0,0,-2,0,0
252,2,35,831,24,-67,6,-188,146,10464,0,0,0,0,0,0,-2,-2,35,0
253,1,35,9,-95,3,0,2,252,11632,0,0,0,0,0,0,-2,-2,0,0
253,2,35,831,11,-88,3,229,28,13632,0,0,0,0,0,0,0,-2,35,0
254,1,35,9,-88,14,-27,3,184,10088,0,0,0,0,0,0,0,-2,0,0
254,2,35,831,-78,-83,23,171,13,9280,0,0,0,0,0,0,1,-3,35,0
255,1,35,9,-70,1,-26,1,216,14976,0,0,0,0,0,0,0,-2,0,0
255,2,35,831,-28,-30,7,96,176,11704,0,0,0,0,0,0,-2,-2,35,0
256,1,35,9,20,0,10,0,28,11688,0,0,0,0,0,0,0,-2,0,0
256,2,35,831,-42,38,20,27,100,11712,0,0,0,0,0,0,0,-2,31,0
257,1,35,9,15,22,7,21,64,11720,0,0,0,0,0,0,-2,-2,0,0
257,2,35,834,-70,79,-28,-18,29,12480,0,0,0,0,0,0,1,-4,35,0
258,1,35,9,-26,20,7,2,288,6888,0,0,0,0,0,0,-2,-2,0,0
258,2,35,834,39,175,19,-64,504,12416,0,0,0,0,0,0,-3,-4,35,0
259,1,35,9,-99,2,8,22,217,14096,0,0,0,0,0,0,0,-2,0,0
259,2,35,834,-57,236,18,-88,133,12712,0,0,0,0,0,0,0,-3,35,0
260,1,35,9,-80,13,-26,23,257,10160,0,0,0,0,0,0,0,-2,0,0
260,2,35,834,10,-146,6,-112,193,15808,0,0,0,0,0,0,-3,-3,35,0
261,1,35,9,-44,2,9,19,157,11560,0,0,0,0,0,0,-2,-2,0,0
261,2,35,834,-39,-39,11,-130,233,11152,0,0,0,0,0,0,-4,-2,35,0
262,1,35,9,75,13,20,5,208,13120,0,0,0,0,0,0,-2,-2,0,0
262,2,35,834,44,67,1,-118,3,11392,0,0,0,0,0,0,-4,-3,35,0
263,1,35,11,-57,12,0,1,131,10720,0,0,0,0,0,0,0,-2,0,0
263,2,35,834,-48,179,20,-114,384,17744,0,0,0,0,0,0,0,-3,37,0
264,1,35,9,-57,7,-34,1,109,9152,0,0,0,0,0,0,0,-2,0,0
264,2,35,832,-77,-234,4,-83,468,12224,0,0,0,0,0,0,-2,-3,35,0
265,1,35,9,69,7,5,0,35,11552,0,0,0,0,0,0,-2,-2,0,0
265,2,35,834,1,-136,2,-58,781,8648,0,0,0,0,0,0,-3,-3,35,0
266,1,35,9,24,20,-29,0,240,14552,0,0,0,0,0,0,0,-2,0,0
266,2,35,834,23,11,-28,19,407,12800,0,0,0,0,0,0,0,-4,35,0
267,1,35,9,-65,18,5,1,439,12072,0,0,0,0,0,0,0,-2,0,0
267,2,35,834,18,74,2,32,236,12056,0,0,0,0,0,0,-2,-2,35,0
268,1,35,11,31,17,6,1,187,11608,0,0,0,0,0,0,-2,-2,0,0
268,2,35,834,45,232,14,129,281,11144,0,0,0,0,0,0,-4,-2,35,0
269,1,35,9,-31,8,-26,0,582,13568,0,0,0,0,0,0,0,-2,0,0
269,2,35,834,32,-256,0,145,51,9720,0,0,0,0,0,0,-3,-3,33,0
270,1,35,11,-26,11,11,2,494,10816,0,0,0,0,0,0,-2,-2,0,0
270,2,35,834,76,-31,-29,-208,385,12896,0,0,0,0,0,0,-2,-2,35,0
271,1,35,9,-124,3,3,2,532,10256,0,0,0,0,0,0,0,-2,0,0
271,2,35,834,7,3,-26,-187,19,10592,0,0,0,0,0,0,0,-2,35,0
272,1,35,9,0,16,21,19,179,10600,0,0,0,0,0,0,0,-2,0,0
272,2,35,834,86,52,12,-141,651,9648,0,0,0,0,0,0,-2,-2,35,0
273,1,35,9,60,10,0,0,351,8360,0,0,0,0,0,0,-2,-2,0,0
273,2,35,834,66,141,-27,-44,178,11272,0,0,0,0,0,0,-3,0,37,0
274,1,35,9,3,13,1,2,562,13872,0,0,0,0,0,0,0,-2,0,0
274,2,35,836,51,191,-28,6,199,11312,0,0,0,0,0,0,-2,0,35,0
275,1,35,9,-37,13,3,1,306,11840,0,0,0,0,0,0,-2,-2,0,0
275,2,35,834,27,-238,20,100,44,16856,0,0,0,0,0,0,-2,-4,35,0
276,1,35,9,7,9,3,22,609,9872,0,0,0,0,0,0,0,-2,0,0
276,2,35,834,5,-164,12,205,254,15312,0,0,0,0,0,0,0,-4,35,0
277,1,35,9,-73,1,9,23,434,11960,0,0,0,0,0,0,-2,-2,0,0
277,2,35,834,25,-119,12,245,571,15544,0,0,0,0,0,0,-3,-5,37,0
278,1,35,9,10,12,28,23,380,9576,0,0,0,0,0,0,0,-2,0,0
278,2,35,834,6,-68,11,-163,208,9968,0,0,0,0,0,0,-3,-2,35,0
279,1,35,9,89,8,-29,21,577,9008,0,0,0,0,0,0,-2,-2,0,0
279,2,35,834,-60,-30,0,-121,570,9832,0,0,0,0,0,0,2,-3,35,0
280,1,35,9,-68,4,-35,23,118,12208,0,0,0,0,0,0,-2,-2,0,0
280,2,35,834,6,14,-31,-26,326,11376,0,0,0,0,0,0,-2,-3,37,0
281,1,35,9,22,3,25,21,471,10208,0,0,0,0,0,0,-2,-2,0,0
281,2,35,834,30,56,-36,29,10,12464,0,0,0,0,0,0,-3,-2,35,0
282,1,35,9,-72,3,9,0,253,10616,0,0,0,0,0,0,0,-2,0,0
282,2,35,834,54,70,4,70,391,11880,0,0,0,0,0,0,1,-3,35,0
283,1,35,9,8,17,-31,2,708,14688,0,0,0,0,0,0,-2,-2,0,0
283,2,35,834,-37,92,-32,197,314,12176,0,0,0,0,0,0,0,-2,35,0
284,1,35,9,103,19,-33,0,136,10624,0,0,0,0,0,0,-2,-2,0,0
284,2,35,834,10,80,-29,186,171,10544,0,0,0,0,0,0,-2,0,35,0
285,1,35,9,-33,16,2,22,503,11792,0,0,0,0,0,0,0,-2,0,0
285,2,35,834,-66,112,18,-196,197,12592,0,0,0,0,0,0,-2,-2,40,0
286,1,35,9,61,1,21,21,293,11992,0,0,0,0,0,0,0,-2,0,0
286,2,35,834,3,103,4,-162,262,15888,0,0,0,0,0,0,-4,-3,35,0
287,1,35,11,57,2,-29,22,62,10584,0,0,0,0,0,0,-2,-2,0,0
287,2,35,834,51,111,-27,-50,98,16456,0,0,0,0,0,0,-4,0,35,0
288,1,35,9,-29,1,31,18,65,13280,0,0,0,0,0,0,0,-2,0,0
288,2,35,834,-27,117,2,-64,431,8192,0,0,0,0,0,0,-3,0,35,0
289,1,35,11,57,13,3,2,145,13880,0,0,0,0,0,0,-2,-2,0,0
289,2,35,834,1,127,17,52,121,14264,0,0,0,0,0,0,0,-4,35,0
290,1,35,11,36,6,6,20,47,9776,0,0,0,0,0,0,-2,-2,0,0
290,2,35,834,-61,121,13,30,121,12512,0,0,0,0,0,0,-2,-6,35,0
291,1,35,9,88,7,-28,22,427,10936,0,0,0,0,0,0,0,-2,0,0
291,2,35,832,39,127,-33,116,432,9608,0,0,0,0,0,0,1,-2,35,0
292,1,35,11,33,8,9,18,596,10384,0,0,0,0,0,0,0,-2,0,0
292,2,35,831,23,116,4,92,422,12104,0,0,0,0,0,1,1,-2,35,0
293,1,35,9,-90,12,10,1,93,11328,0,0,0,0,0,0,-2,-2,0,0
293,2,35,829,135,105,2,146,144,12368,0,0,0,0,0,1,-2,-2,35,0
294,1,35,9,-31,0,10,21,26,11976,0,0,0,0,0,0,-2,-2,0,0
294,2,35,829,-114,127,-27,200,65,10192,0,0,0,0,0,1,-2,0,35,0
295,1,35,11,-75,0,5,23,37,11352,0,0,0,0,0,0,-2,-2,0,0
295,2,35,829,-31,114,7,204,20,13408,0,0,0,0,0,1,2,-2,35,0
296,1,35,9,59,22,20,21,43,12664,0,0,0,0,0,0,-2,-2,0,0
296,2,35,831,-30,105,2,252,8,17592,0,0,0,0,0,1,2,-2,35,0
297,1,35,9,-28,14,4,3,65,11848,0,0,0,0,0,0,0,-2,0,0
297,2,35,831,106,111,-36,-250,54,12752,0,0,0,0,0,1,-3,-2,35,0
298,1,35,9,-147,18,20,19,366,11432,0,0,0,0,0,0,-2,-2,0,0
298,2,35,829,-119,114,12,-201,192,10704,0,0,0,0,0,1,0,0,35,0
299,1,35,9,3,21,-32,21,174,12728,0,0,0,0,0,0,-2,-2,0,0
299,2,35,834,-35,130,-25,-164,394,12416,0,0,0,0,0,1,-4,-3,35,0
300,1,35,11,-38,14,1,0,216,13600,0,0,0,0,0,0,-2,-2,0,0
300,2,35,832,54,111,8,-164,428,11840,0,0,0,0,0,1,-2,-4,35,0
301,1,35,11,-62,15,3,18,127,10352,0,0,0,0,0,0,-2,-2,0,0
301,2,35,832,27,89,9,-137,407,8368,0,0,0,0,0,1,-4,-2,35,0
302,1,35,9,-148,19,4,1,202,11848,0,0,0,0,0,0,-2,-2,0,0
302,2,35,832,-71,58,9,-97,245,11272,0,0,0,0,0,1,0,0,35,0
303,1,35,9,12,17,8,1,172,13080,0,0,0,0,0,0,0,-2,0,0
303,2,35,832,-38,80,0,-96,218,8848,0,0,0,0,0,1,0,0,35,0
304,1,35,11,17,12,11,2,320,13680,0,0,0,0,0,0,0,-2,0,0
304,2,35,832,61,66,1,-69,349,9904,0,0,0,0,0,1,-4,-4,35,0
